layer,linear,config,M,N,K,tier1_x_db,tier1_w_db,tier2_db
11,mlp.up_proj,w4a8-mg1024,2048,27648,5120,25.36,16.622,14.503
11,mlp.up_proj,w4a8-pc,2048,27648,5120,18.42,15.509,11.923
11,mlp.down_proj,w8a8,2048,5120,27648,20.535,38.753,21.656
11,mlp.down_proj,w8a8-mg1024,2048,5120,27648,29.309,41.511,30.177
11,mlp.down_proj,w4a8-mg1024,2048,5120,27648,29.309,16.34,17.292
11,mlp.down_proj,w4a8-pc,2048,5120,27648,20.535,13.75,13.919
12,self_attn.q_proj,w8a8,2048,5120,5120,27.234,39.4,32.065
12,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.405,40.895,35.111
12,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.405,15.723,20.728
12,self_attn.q_proj,w4a8-pc,2048,5120,5120,27.234,14.23,19.155
12,self_attn.k_proj,w8a8,2048,1024,5120,27.234,39.557,33.892
12,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.405,40.929,36.897
12,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.405,15.758,22.493
12,self_attn.k_proj,w4a8-pc,2048,1024,5120,27.234,14.402,21.069
12,self_attn.v_proj,w8a8,2048,1024,5120,27.234,40.708,26.49
12,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.405,41.771,29.545
12,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.405,16.598,16.015
12,self_attn.v_proj,w4a8-pc,2048,1024,5120,27.234,15.543,14.889
12,self_attn.o_proj,w8a8,2048,5120,5120,30.756,39.866,31.65
12,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,34.905,41.386,35.495
12,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,34.905,16.214,17.566
12,self_attn.o_proj,w4a8-pc,2048,5120,5120,30.756,14.732,16.062
12,mlp.gate_proj,w8a8,2048,27648,5120,35.33,40.68,36.84
12,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,39.36,41.831,39.986
12,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,39.36,16.647,19.331
12,mlp.gate_proj,w4a8-pc,2048,27648,5120,35.33,15.504,18.159
12,mlp.up_proj,w8a8,2048,27648,5120,35.33,40.748,34.797
12,mlp.up_proj,w8a8-mg1024,2048,27648,5120,39.36,41.847,37.943
12,mlp.up_proj,w4a8-mg1024,2048,27648,5120,39.36,16.663,17.236
12,mlp.up_proj,w4a8-pc,2048,27648,5120,35.33,15.568,16.121
12,mlp.down_proj,w8a8,2048,5120,27648,20.571,39.08,21.637
12,mlp.down_proj,w8a8-mg1024,2048,5120,27648,29.404,41.676,30.198
12,mlp.down_proj,w4a8-mg1024,2048,5120,27648,29.404,16.519,17.376
12,mlp.down_proj,w4a8-pc,2048,5120,27648,20.571,14.091,14.023
13,self_attn.q_proj,w8a8,2048,5120,5120,27.561,39.541,31.544
13,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.458,41.006,34.337
13,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.458,15.838,20.008
13,self_attn.q_proj,w4a8-pc,2048,5120,5120,27.561,14.37,18.461
13,self_attn.k_proj,w8a8,2048,1024,5120,27.561,39.136,33.949
13,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.458,40.55,36.686
13,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.458,15.381,21.985
13,self_attn.k_proj,w4a8-pc,2048,1024,5120,27.561,13.99,20.442
13,self_attn.v_proj,w8a8,2048,1024,5120,27.561,40.679,26.344
13,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.458,41.744,29.121
13,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.458,16.569,15.471
13,self_attn.v_proj,w4a8-pc,2048,1024,5120,27.561,15.511,14.345
13,self_attn.o_proj,w8a8,2048,5120,5120,30.426,39.513,31.38
13,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,34.971,41.328,35.519
13,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,34.971,16.158,17.584
13,self_attn.o_proj,w4a8-pc,2048,5120,5120,30.426,14.414,15.779
13,mlp.gate_proj,w8a8,2048,27648,5120,34.723,40.594,36.722
13,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,38.819,41.774,39.991
13,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,38.819,16.592,19.644
13,mlp.gate_proj,w4a8-pc,2048,27648,5120,34.723,15.419,18.451
13,mlp.up_proj,w8a8,2048,27648,5120,34.723,40.682,34.199
13,mlp.up_proj,w8a8-mg1024,2048,27648,5120,38.819,41.796,37.469
13,mlp.up_proj,w4a8-mg1024,2048,27648,5120,38.819,16.614,17.081
13,mlp.up_proj,w4a8-pc,2048,27648,5120,34.723,15.507,15.945
13,mlp.down_proj,w8a8,2048,5120,27648,19.782,38.717,21.003
13,mlp.down_proj,w8a8-mg1024,2048,5120,27648,29.142,41.54,30.048
13,mlp.down_proj,w4a8-mg1024,2048,5120,27648,29.142,16.375,17.33
13,mlp.down_proj,w4a8-pc,2048,5120,27648,19.782,13.688,13.821
14,self_attn.q_proj,w8a8,2048,5120,5120,27.865,39.456,31.675
14,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,31.082,40.96,34.758
14,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,31.082,15.787,19.783
14,self_attn.q_proj,w4a8-pc,2048,5120,5120,27.865,14.286,18.229
14,self_attn.k_proj,w8a8,2048,1024,5120,27.865,39.009,33.51
14,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,31.082,40.523,36.556
14,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,31.082,15.363,21.402
14,self_attn.k_proj,w4a8-pc,2048,1024,5120,27.865,13.858,19.732
14,self_attn.v_proj,w8a8,2048,1024,5120,27.865,40.725,27.473
14,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,31.082,41.776,30.549
14,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,31.082,16.599,16.42
14,self_attn.v_proj,w4a8-pc,2048,1024,5120,27.865,15.563,15.158
14,self_attn.o_proj,w8a8,2048,5120,5120,30.868,40.013,31.616
14,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,34.655,41.547,35.038
14,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,34.655,16.383,17.513
14,self_attn.o_proj,w4a8-pc,2048,5120,5120,30.868,14.934,16.016
14,mlp.gate_proj,w8a8,2048,27648,5120,35.38,40.479,37.283
14,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,39.089,41.706,40.219
14,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,39.089,16.534,19.69
14,mlp.gate_proj,w4a8-pc,2048,27648,5120,35.38,15.326,18.447
14,mlp.up_proj,w8a8,2048,27648,5120,35.38,40.691,34.726
14,mlp.up_proj,w8a8-mg1024,2048,27648,5120,39.089,41.8,37.661
14,mlp.up_proj,w4a8-mg1024,2048,27648,5120,39.089,16.617,17.096
14,mlp.up_proj,w4a8-pc,2048,27648,5120,35.38,15.51,15.969
14,mlp.down_proj,w8a8,2048,5120,27648,18.961,38.866,20.087
14,mlp.down_proj,w8a8-mg1024,2048,5120,27648,28.869,41.55,29.715
14,mlp.down_proj,w4a8-mg1024,2048,5120,27648,28.869,16.386,17.258
14,mlp.down_proj,w4a8-pc,2048,5120,27648,18.961,13.834,13.666
15,self_attn.q_proj,w8a8,2048,5120,5120,27.616,39.617,31.285
15,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,31.023,41.098,34.523
15,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,31.023,15.923,19.744
15,self_attn.q_proj,w4a8-pc,2048,5120,5120,27.616,14.44,18.173
15,self_attn.k_proj,w8a8,2048,1024,5120,27.616,39.113,33.988
15,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,31.023,40.585,37.196
15,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,31.023,15.421,21.96
15,self_attn.k_proj,w4a8-pc,2048,1024,5120,27.616,13.952,20.411
15,self_attn.v_proj,w8a8,2048,1024,5120,27.616,40.643,26.668
15,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,31.023,41.689,29.921
15,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,31.023,16.522,15.787
15,self_attn.v_proj,w4a8-pc,2048,1024,5120,27.616,15.478,14.66
15,self_attn.o_proj,w8a8,2048,5120,5120,31.945,40.28,32.203
15,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,35.797,41.612,35.575
15,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,35.797,16.44,17.226
15,self_attn.o_proj,w4a8-pc,2048,5120,5120,31.945,15.158,15.888
15,mlp.gate_proj,w8a8,2048,27648,5120,34.79,40.599,37.283
15,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,38.422,41.786,40.243
15,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,38.422,16.607,20.175
15,mlp.gate_proj,w4a8-pc,2048,27648,5120,34.79,15.427,18.975
15,mlp.up_proj,w8a8,2048,27648,5120,34.79,40.766,34.188
15,mlp.up_proj,w8a8-mg1024,2048,27648,5120,38.422,41.842,37.14
15,mlp.up_proj,w4a8-mg1024,2048,27648,5120,38.422,16.661,17.039
15,mlp.up_proj,w4a8-pc,2048,27648,5120,34.79,15.586,15.946
15,mlp.down_proj,w8a8,2048,5120,27648,18.934,38.983,20.208
15,mlp.down_proj,w8a8-mg1024,2048,5120,27648,28.622,41.574,29.581
15,mlp.down_proj,w4a8-mg1024,2048,5120,27648,28.622,16.403,17.329
15,mlp.down_proj,w4a8-pc,2048,5120,27648,18.934,13.864,13.802
16,self_attn.q_proj,w8a8,2048,5120,5120,27.015,39.282,31.865
16,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.107,40.815,34.846
16,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.107,15.639,20.638
16,self_attn.q_proj,w4a8-pc,2048,5120,5120,27.015,14.107,18.971
16,self_attn.k_proj,w8a8,2048,1024,5120,27.015,39.01,33.631
16,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.107,40.413,36.575
16,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.107,15.246,22.125
16,self_attn.k_proj,w4a8-pc,2048,1024,5120,27.015,13.848,20.524
16,self_attn.v_proj,w8a8,2048,1024,5120,27.015,40.636,25.795
16,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.107,41.72,28.769
16,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.107,16.543,15.321
16,self_attn.v_proj,w4a8-pc,2048,1024,5120,27.015,15.464,14.184
16,self_attn.o_proj,w8a8,2048,5120,5120,30.53,39.276,31.603
16,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,34.157,41.066,34.866
16,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,34.157,15.911,17.455
16,self_attn.o_proj,w4a8-pc,2048,5120,5120,30.53,14.198,15.682
16,mlp.gate_proj,w8a8,2048,27648,5120,36.128,40.481,37.55
16,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,39.245,41.693,40.033
16,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,39.245,16.517,19.378
16,mlp.gate_proj,w4a8-pc,2048,27648,5120,36.128,15.316,18.159
16,mlp.up_proj,w8a8,2048,27648,5120,36.128,40.593,35.335
16,mlp.up_proj,w8a8-mg1024,2048,27648,5120,39.245,41.736,37.806
16,mlp.up_proj,w4a8-mg1024,2048,27648,5120,39.245,16.556,17.113
16,mlp.up_proj,w4a8-pc,2048,27648,5120,36.128,15.42,15.957
16,mlp.down_proj,w8a8,2048,5120,27648,20.002,38.845,21.112
16,mlp.down_proj,w8a8-mg1024,2048,5120,27648,29.339,41.547,30.155
16,mlp.down_proj,w4a8-mg1024,2048,5120,27648,29.339,16.384,17.241
16,mlp.down_proj,w4a8-pc,2048,5120,27648,20.002,13.823,13.711
17,self_attn.q_proj,w8a8,2048,5120,5120,28.358,39.693,32.575
17,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,31.3,41.103,35.376
17,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,31.3,15.929,20.382
17,self_attn.q_proj,w4a8-pc,2048,5120,5120,28.358,14.517,18.869
17,self_attn.k_proj,w8a8,2048,1024,5120,28.358,39.587,34.086
17,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,31.3,40.905,36.852
17,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,31.3,15.735,21.775
17,self_attn.k_proj,w4a8-pc,2048,1024,5120,28.358,14.415,20.368
17,self_attn.v_proj,w8a8,2048,1024,5120,28.358,40.659,28.319
17,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,31.3,41.75,31.124
17,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,31.3,16.568,16.68
17,self_attn.v_proj,w4a8-pc,2048,1024,5120,28.358,15.484,15.529
17,self_attn.o_proj,w8a8,2048,5120,5120,30.615,39.918,31.412
17,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,34.316,41.414,34.808
17,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,34.316,16.235,17.446
17,self_attn.o_proj,w4a8-pc,2048,5120,5120,30.615,14.757,15.924
17,mlp.gate_proj,w8a8,2048,27648,5120,36.807,40.577,37.776
17,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,39.814,41.757,40.124
17,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,39.814,16.578,19.155
17,mlp.gate_proj,w4a8-pc,2048,27648,5120,36.807,15.41,17.964
17,mlp.up_proj,w8a8,2048,27648,5120,36.807,40.66,35.868
17,mlp.up_proj,w8a8-mg1024,2048,27648,5120,39.814,41.786,38.205
17,mlp.up_proj,w4a8-mg1024,2048,27648,5120,39.814,16.603,17.185
17,mlp.up_proj,w4a8-pc,2048,27648,5120,36.807,15.482,16.043
17,mlp.down_proj,w8a8,2048,5120,27648,20.905,39.033,21.968
17,mlp.down_proj,w8a8-mg1024,2048,5120,27648,29.749,41.659,30.508
17,mlp.down_proj,w4a8-mg1024,2048,5120,27648,29.749,16.494,17.331
17,mlp.down_proj,w4a8-pc,2048,5120,27648,20.905,14.021,14.171
18,self_attn.q_proj,w8a8,2048,5120,5120,27.989,39.469,32.081
18,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.821,40.962,34.799
18,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.821,15.788,20.08
18,self_attn.q_proj,w4a8-pc,2048,5120,5120,27.989,14.295,18.486
18,self_attn.k_proj,w8a8,2048,1024,5120,27.989,39.307,33.842
18,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.821,40.675,36.531
18,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.821,15.509,21.676
18,self_attn.k_proj,w4a8-pc,2048,1024,5120,27.989,14.144,20.12
18,self_attn.v_proj,w8a8,2048,1024,5120,27.989,40.623,27.402
18,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.821,41.69,30.119
18,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.821,16.515,16.119
18,self_attn.v_proj,w4a8-pc,2048,1024,5120,27.989,15.458,14.955
18,self_attn.o_proj,w8a8,2048,5120,5120,31.561,39.885,32.211
18,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,35.338,41.411,35.662
18,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,35.338,16.228,17.463
18,self_attn.o_proj,w4a8-pc,2048,5120,5120,31.561,14.707,15.901
18,mlp.gate_proj,w8a8,2048,27648,5120,36.156,40.511,37.394
18,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,39.267,41.714,39.877
18,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,39.267,16.533,19.207
18,mlp.gate_proj,w4a8-pc,2048,27648,5120,36.156,15.339,18.002
18,mlp.up_proj,w8a8,2048,27648,5120,36.156,40.624,35.534
18,mlp.up_proj,w8a8-mg1024,2048,27648,5120,39.267,41.76,38.002
18,mlp.up_proj,w4a8-mg1024,2048,27648,5120,39.267,16.58,17.315
18,mlp.up_proj,w4a8-pc,2048,27648,5120,36.156,15.451,16.152
18,mlp.down_proj,w8a8,2048,5120,27648,21.52,38.865,22.597
18,mlp.down_proj,w8a8-mg1024,2048,5120,27648,30.079,41.614,30.843
18,mlp.down_proj,w4a8-mg1024,2048,5120,27648,30.079,16.437,17.327
18,mlp.down_proj,w4a8-pc,2048,5120,27648,21.52,13.766,14.186
19,self_attn.q_proj,w8a8,2048,5120,5120,28.1,39.383,32.281
19,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.995,40.872,35.036
19,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.995,15.698,20.062
19,self_attn.q_proj,w4a8-pc,2048,5120,5120,28.1,14.21,18.555
19,self_attn.k_proj,w8a8,2048,1024,5120,28.1,39.471,33.584
19,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.995,40.875,36.325
19,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.995,15.704,21.444
19,self_attn.k_proj,w4a8-pc,2048,1024,5120,28.1,14.299,19.921
19,self_attn.v_proj,w8a8,2048,1024,5120,28.1,40.687,28.329
19,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.995,41.732,31.105
19,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.995,16.557,16.991
19,self_attn.v_proj,w4a8-pc,2048,1024,5120,28.1,15.515,15.856
19,self_attn.o_proj,w8a8,2048,5120,5120,30.829,39.671,32.813
19,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,34.2,41.348,35.895
19,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,34.2,16.169,18.605
19,self_attn.o_proj,w4a8-pc,2048,5120,5120,30.829,14.514,16.972
19,mlp.gate_proj,w8a8,2048,27648,5120,36.851,40.445,37.92
19,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,39.647,41.676,40.176
19,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,39.647,16.497,19.25
19,mlp.gate_proj,w4a8-pc,2048,27648,5120,36.851,15.274,18.022
19,mlp.up_proj,w8a8,2048,27648,5120,36.851,40.586,36.037
19,mlp.up_proj,w8a8-mg1024,2048,27648,5120,39.647,41.73,38.248
19,mlp.up_proj,w4a8-mg1024,2048,27648,5120,39.647,16.547,17.305
19,mlp.up_proj,w4a8-pc,2048,27648,5120,36.851,15.405,16.148
19,mlp.down_proj,w8a8,2048,5120,27648,21.236,38.741,22.319
19,mlp.down_proj,w8a8-mg1024,2048,5120,27648,29.968,41.496,30.768
19,mlp.down_proj,w4a8-mg1024,2048,5120,27648,29.968,16.323,17.233
19,mlp.down_proj,w4a8-pc,2048,5120,27648,21.236,13.621,14.001
20,self_attn.q_proj,w8a8,2048,5120,5120,28.076,39.158,32.317
20,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.752,40.629,34.881
20,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.752,15.455,19.926
20,self_attn.q_proj,w4a8-pc,2048,5120,5120,28.076,13.985,18.421
20,self_attn.k_proj,w8a8,2048,1024,5120,28.076,38.782,33.386
20,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.752,40.2,35.923
20,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.752,15.045,20.57
20,self_attn.k_proj,w4a8-pc,2048,1024,5120,28.076,13.658,19.22
20,self_attn.v_proj,w8a8,2048,1024,5120,28.076,40.472,28.05
20,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.752,41.584,30.631
20,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.752,16.405,16.49
20,self_attn.v_proj,w4a8-pc,2048,1024,5120,28.076,15.297,15.343
20,self_attn.o_proj,w8a8,2048,5120,5120,32.177,39.914,33.034
20,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,35.313,41.436,35.901
20,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,35.313,16.271,17.807
20,self_attn.o_proj,w4a8-pc,2048,5120,5120,32.177,14.786,16.239
20,mlp.gate_proj,w8a8,2048,27648,5120,36.032,40.47,37.383
20,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,39.021,41.682,39.798
20,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,39.021,16.5,19.26
20,mlp.gate_proj,w4a8-pc,2048,27648,5120,36.032,15.296,18.043
20,mlp.up_proj,w8a8,2048,27648,5120,36.032,40.572,35.561
20,mlp.up_proj,w8a8-mg1024,2048,27648,5120,39.021,41.728,37.965
20,mlp.up_proj,w4a8-mg1024,2048,27648,5120,39.021,16.548,17.409
20,mlp.up_proj,w4a8-pc,2048,27648,5120,36.032,15.399,16.24
20,mlp.down_proj,w8a8,2048,5120,27648,22.06,38.671,23.253
20,mlp.down_proj,w8a8-mg1024,2048,5120,27648,30.186,41.493,31.092
20,mlp.down_proj,w4a8-mg1024,2048,5120,27648,30.186,16.33,17.373
20,mlp.down_proj,w4a8-pc,2048,5120,27648,22.06,13.678,14.243
21,self_attn.q_proj,w8a8,2048,5120,5120,27.119,39.932,31.567
21,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.212,41.284,34.547
21,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.212,16.106,20.66
21,self_attn.q_proj,w4a8-pc,2048,5120,5120,27.119,14.755,19.235
21,self_attn.k_proj,w8a8,2048,1024,5120,27.119,39.702,32.734
21,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.212,41.001,35.684
21,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.212,15.827,21.541
21,self_attn.k_proj,w4a8-pc,2048,1024,5120,27.119,14.531,20.213
21,self_attn.v_proj,w8a8,2048,1024,5120,27.119,40.536,28.188
21,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.212,41.655,31.161
21,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.212,16.48,17.621
21,self_attn.v_proj,w4a8-pc,2048,1024,5120,27.119,15.358,16.401
21,self_attn.o_proj,w8a8,2048,5120,5120,32.542,40.153,33.332
21,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,35.391,41.587,35.974
21,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,35.391,16.408,17.869
21,self_attn.o_proj,w4a8-pc,2048,5120,5120,32.542,14.976,16.382
21,mlp.gate_proj,w8a8,2048,27648,5120,36.227,40.438,37.729
21,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,39.074,41.671,40.046
21,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,39.074,16.491,19.472
21,mlp.gate_proj,w4a8-pc,2048,27648,5120,36.227,15.269,18.227
21,mlp.up_proj,w8a8,2048,27648,5120,36.227,40.596,35.827
21,mlp.up_proj,w8a8-mg1024,2048,27648,5120,39.074,41.742,38.118
21,mlp.up_proj,w4a8-mg1024,2048,27648,5120,39.074,16.561,17.539
21,mlp.up_proj,w4a8-pc,2048,27648,5120,36.227,15.419,16.372
21,mlp.down_proj,w8a8,2048,5120,27648,21.333,38.885,22.512
21,mlp.down_proj,w8a8-mg1024,2048,5120,27648,30.118,41.541,30.981
21,mlp.down_proj,w4a8-mg1024,2048,5120,27648,30.118,16.363,17.357
21,mlp.down_proj,w4a8-pc,2048,5120,27648,21.333,13.769,14.276
22,self_attn.q_proj,w8a8,2048,5120,5120,26.95,40.085,30.855
22,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.241,41.415,34.01
22,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.241,16.24,20.232
22,self_attn.q_proj,w4a8-pc,2048,5120,5120,26.95,14.907,18.807
22,self_attn.k_proj,w8a8,2048,1024,5120,26.95,39.526,32.689
22,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.241,40.887,35.845
22,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.241,15.71,21.509
22,self_attn.k_proj,w4a8-pc,2048,1024,5120,26.95,14.352,20.161
22,self_attn.v_proj,w8a8,2048,1024,5120,26.95,40.095,26.991
22,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.241,41.253,30.172
22,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.241,16.079,16.203
22,self_attn.v_proj,w4a8-pc,2048,1024,5120,26.95,14.926,15.075
22,self_attn.o_proj,w8a8,2048,5120,5120,33.893,39.955,33.761
22,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,37.016,41.504,36.515
22,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,37.016,16.328,17.136
22,self_attn.o_proj,w4a8-pc,2048,5120,5120,33.893,14.802,15.61
22,mlp.gate_proj,w8a8,2048,27648,5120,36.249,40.415,37.603
22,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,38.934,41.652,39.818
22,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,38.934,16.475,19.326
22,mlp.gate_proj,w4a8-pc,2048,27648,5120,36.249,15.251,18.08
22,mlp.up_proj,w8a8,2048,27648,5120,36.249,40.618,35.795
22,mlp.up_proj,w8a8-mg1024,2048,27648,5120,38.934,41.754,37.978
22,mlp.up_proj,w4a8-mg1024,2048,27648,5120,38.934,16.571,17.498
22,mlp.up_proj,w4a8-pc,2048,27648,5120,36.249,15.439,16.351
22,mlp.down_proj,w8a8,2048,5120,27648,22.553,38.688,23.62
22,mlp.down_proj,w8a8-mg1024,2048,5120,27648,30.488,41.442,31.268
22,mlp.down_proj,w4a8-mg1024,2048,5120,27648,30.488,16.294,17.246
22,mlp.down_proj,w4a8-pc,2048,5120,27648,22.553,13.632,14.26
23,self_attn.q_proj,w8a8,2048,5120,5120,27.265,40.042,30.809
23,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.598,41.372,33.997
23,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.598,16.196,19.846
23,self_attn.q_proj,w4a8-pc,2048,5120,5120,27.265,14.862,18.41
23,self_attn.k_proj,w8a8,2048,1024,5120,27.265,39.511,33.125
23,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.598,40.908,36.306
23,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.598,15.741,21.807
23,self_attn.k_proj,w4a8-pc,2048,1024,5120,27.265,14.355,20.368
23,self_attn.v_proj,w8a8,2048,1024,5120,27.265,40.346,27.051
23,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.598,41.47,30.239
23,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.598,16.299,16.297
23,self_attn.v_proj,w4a8-pc,2048,1024,5120,27.265,15.178,15.162
23,self_attn.o_proj,w8a8,2048,5120,5120,32.706,39.691,32.448
23,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,36.111,41.349,35.552
23,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,36.111,16.174,16.722
23,self_attn.o_proj,w4a8-pc,2048,5120,5120,32.706,14.524,15.036
23,mlp.gate_proj,w8a8,2048,27648,5120,36.336,40.186,37.76
23,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,38.746,41.491,39.8
23,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,38.746,16.326,19.325
23,mlp.gate_proj,w4a8-pc,2048,27648,5120,36.336,15.053,18.044
23,mlp.up_proj,w8a8,2048,27648,5120,36.336,40.419,35.73
23,mlp.up_proj,w8a8-mg1024,2048,27648,5120,38.746,41.629,37.74
23,mlp.up_proj,w4a8-mg1024,2048,27648,5120,38.746,16.458,17.301
23,mlp.up_proj,w4a8-pc,2048,27648,5120,36.336,15.274,16.103
23,mlp.down_proj,w8a8,2048,5120,27648,20.483,38.395,21.568
23,mlp.down_proj,w8a8-mg1024,2048,5120,27648,29.473,41.355,30.334
