layer,linear,config,M,N,K,tier1_x_db,tier1_w_db,tier2_db
23,mlp.down_proj,w4a8-mg1024,2048,5120,27648,29.473,16.204,17.107
23,mlp.down_proj,w4a8-pc,2048,5120,27648,20.483,13.471,13.711
24,self_attn.q_proj,w8a8,2048,5120,5120,26.849,39.651,30.109
24,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.192,41.032,33.312
24,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.192,15.861,19.202
24,self_attn.q_proj,w4a8-pc,2048,5120,5120,26.849,14.478,17.726
24,self_attn.k_proj,w8a8,2048,1024,5120,26.849,38.876,32.12
24,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.192,40.272,35.29
24,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.192,15.157,20.63
24,self_attn.k_proj,w4a8-pc,2048,1024,5120,26.849,13.792,19.083
24,self_attn.v_proj,w8a8,2048,1024,5120,26.849,40.514,26.371
24,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.192,41.598,29.598
24,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.192,16.418,16.179
24,self_attn.v_proj,w4a8-pc,2048,1024,5120,26.849,15.342,14.943
24,self_attn.o_proj,w8a8,2048,5120,5120,32.397,39.848,32.493
24,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,36.055,41.417,35.724
24,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,36.055,16.247,17.012
24,self_attn.o_proj,w4a8-pc,2048,5120,5120,32.397,14.711,15.399
24,mlp.gate_proj,w8a8,2048,27648,5120,37.65,40.56,38.29
24,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,39.905,41.734,40.142
24,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,39.905,16.552,19.087
24,mlp.gate_proj,w4a8-pc,2048,27648,5120,37.65,15.384,17.917
24,mlp.up_proj,w8a8,2048,27648,5120,37.65,40.659,36.634
24,mlp.up_proj,w8a8-mg1024,2048,27648,5120,39.905,41.785,38.459
24,mlp.up_proj,w4a8-mg1024,2048,27648,5120,39.905,16.601,17.391
24,mlp.up_proj,w4a8-pc,2048,27648,5120,37.65,15.479,16.264
24,mlp.down_proj,w8a8,2048,5120,27648,21.202,39.119,22.219
24,mlp.down_proj,w8a8-mg1024,2048,5120,27648,29.728,41.694,30.496
24,mlp.down_proj,w4a8-mg1024,2048,5120,27648,29.728,16.521,17.357
24,mlp.down_proj,w4a8-pc,2048,5120,27648,21.202,14.04,14.121
25,self_attn.q_proj,w8a8,2048,5120,5120,26.728,39.911,29.543
25,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.148,41.26,32.822
25,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.148,16.087,18.978
25,self_attn.q_proj,w4a8-pc,2048,5120,5120,26.728,14.736,17.494
25,self_attn.k_proj,w8a8,2048,1024,5120,26.728,39.534,31.233
25,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.148,40.869,34.514
25,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.148,15.699,20.277
25,self_attn.k_proj,w4a8-pc,2048,1024,5120,26.728,14.368,18.83
25,self_attn.v_proj,w8a8,2048,1024,5120,26.728,39.708,26.451
25,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.148,40.987,29.741
25,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.148,15.811,15.823
25,self_attn.v_proj,w4a8-pc,2048,1024,5120,26.728,14.54,14.504
25,self_attn.o_proj,w8a8,2048,5120,5120,33.046,39.998,33.048
25,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,36.078,41.579,35.854
25,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,36.078,16.404,17.194
25,self_attn.o_proj,w4a8-pc,2048,5120,5120,33.046,14.838,15.574
25,mlp.gate_proj,w8a8,2048,27648,5120,37.266,40.515,37.93
25,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,39.574,41.704,39.825
25,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,39.574,16.523,18.951
25,mlp.gate_proj,w4a8-pc,2048,27648,5120,37.266,15.34,17.755
25,mlp.up_proj,w8a8,2048,27648,5120,37.266,40.664,36.48
25,mlp.up_proj,w8a8-mg1024,2048,27648,5120,39.574,41.783,38.355
25,mlp.up_proj,w4a8-mg1024,2048,27648,5120,39.574,16.6,17.473
25,mlp.up_proj,w4a8-pc,2048,27648,5120,37.266,15.484,16.355
25,mlp.down_proj,w8a8,2048,5120,27648,21.232,39.21,22.249
25,mlp.down_proj,w8a8-mg1024,2048,5120,27648,29.989,41.708,30.736
25,mlp.down_proj,w4a8-mg1024,2048,5120,27648,29.989,16.527,17.366
25,mlp.down_proj,w4a8-pc,2048,5120,27648,21.232,14.076,14.3
26,self_attn.q_proj,w8a8,2048,5120,5120,26.894,39.614,30.369
26,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.261,41.028,33.603
26,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.261,15.853,19.46
26,self_attn.q_proj,w4a8-pc,2048,5120,5120,26.894,14.44,17.911
26,self_attn.k_proj,w8a8,2048,1024,5120,26.894,39.643,31.553
26,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.261,40.98,34.767
26,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.261,15.813,20.579
26,self_attn.k_proj,w4a8-pc,2048,1024,5120,26.894,14.472,19.129
26,self_attn.v_proj,w8a8,2048,1024,5120,26.894,40.565,27.941
26,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.261,41.668,31.166
26,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.261,16.488,17.591
26,self_attn.v_proj,w4a8-pc,2048,1024,5120,26.894,15.386,16.41
26,self_attn.o_proj,w8a8,2048,5120,5120,31.86,39.623,31.843
26,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,34.791,41.463,34.6
26,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,34.791,16.301,16.879
26,self_attn.o_proj,w4a8-pc,2048,5120,5120,31.86,14.523,15.034
26,mlp.gate_proj,w8a8,2048,27648,5120,36.796,40.291,37.672
26,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,39.18,41.551,39.665
26,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,39.18,16.374,18.939
26,mlp.gate_proj,w4a8-pc,2048,27648,5120,36.796,15.127,17.67
26,mlp.up_proj,w8a8,2048,27648,5120,36.796,40.517,36.197
26,mlp.up_proj,w8a8-mg1024,2048,27648,5120,39.18,41.684,38.157
26,mlp.up_proj,w4a8-mg1024,2048,27648,5120,39.18,16.504,17.476
26,mlp.up_proj,w4a8-pc,2048,27648,5120,36.796,15.343,16.309
26,mlp.down_proj,w8a8,2048,5120,27648,22.831,38.721,23.896
26,mlp.down_proj,w8a8-mg1024,2048,5120,27648,30.601,41.486,31.384
26,mlp.down_proj,w4a8-mg1024,2048,5120,27648,30.601,16.309,17.28
26,mlp.down_proj,w4a8-pc,2048,5120,27648,22.831,13.619,14.271
27,self_attn.q_proj,w8a8,2048,5120,5120,26.773,39.873,30.431
27,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.102,41.259,33.63
27,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.102,16.08,19.806
27,self_attn.q_proj,w4a8-pc,2048,5120,5120,26.773,14.695,18.314
27,self_attn.k_proj,w8a8,2048,1024,5120,26.773,39.514,31.838
27,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.102,40.867,35.026
27,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.102,15.692,20.922
27,self_attn.k_proj,w4a8-pc,2048,1024,5120,26.773,14.338,19.365
27,self_attn.v_proj,w8a8,2048,1024,5120,26.773,40.287,27.574
27,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.102,41.439,30.776
27,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.102,16.26,17.146
27,self_attn.v_proj,w4a8-pc,2048,1024,5120,26.773,15.111,15.926
27,self_attn.o_proj,w8a8,2048,5120,5120,32.937,40.25,32.784
27,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,35.88,41.601,35.456
27,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,35.88,16.423,16.975
27,self_attn.o_proj,w4a8-pc,2048,5120,5120,32.937,15.075,15.628
27,mlp.gate_proj,w8a8,2048,27648,5120,36.614,40.1,37.63
27,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,39.051,41.418,39.673
27,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,39.051,16.25,18.954
27,mlp.gate_proj,w4a8-pc,2048,27648,5120,36.614,14.954,17.65
27,mlp.up_proj,w8a8,2048,27648,5120,36.614,40.427,36.157
27,mlp.up_proj,w8a8-mg1024,2048,27648,5120,39.051,41.621,38.171
27,mlp.up_proj,w4a8-mg1024,2048,27648,5120,39.051,16.442,17.523
27,mlp.up_proj,w4a8-pc,2048,27648,5120,36.614,15.258,16.329
27,mlp.down_proj,w8a8,2048,5120,27648,23.382,38.491,24.465
27,mlp.down_proj,w8a8-mg1024,2048,5120,27648,30.802,41.347,31.604
27,mlp.down_proj,w4a8-mg1024,2048,5120,27648,30.802,16.176,17.194
27,mlp.down_proj,w4a8-pc,2048,5120,27648,23.382,13.43,14.164
28,self_attn.q_proj,w8a8,2048,5120,5120,26.173,39.944,29.747
28,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,29.827,41.336,33.275
28,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,29.827,16.159,19.778
28,self_attn.q_proj,w4a8-pc,2048,5120,5120,26.173,14.765,18.247
28,self_attn.k_proj,w8a8,2048,1024,5120,26.173,39.573,31.417
28,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,29.827,40.965,34.913
28,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,29.827,15.79,21.142
28,self_attn.k_proj,w4a8-pc,2048,1024,5120,26.173,14.405,19.497
28,self_attn.v_proj,w8a8,2048,1024,5120,26.173,40.281,25.982
28,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,29.827,41.416,29.499
28,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,29.827,16.249,16.356
28,self_attn.v_proj,w4a8-pc,2048,1024,5120,26.173,15.114,15.051
28,self_attn.o_proj,w8a8,2048,5120,5120,33.852,39.431,33.375
28,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,36.877,41.186,36.125
28,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,36.877,16.029,16.74
28,self_attn.o_proj,w4a8-pc,2048,5120,5120,33.852,14.301,14.815
28,mlp.gate_proj,w8a8,2048,27648,5120,36.069,39.881,37.275
28,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,38.291,41.26,39.21
28,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,38.291,16.104,18.874
28,mlp.gate_proj,w4a8-pc,2048,27648,5120,36.069,14.759,17.513
28,mlp.up_proj,w8a8,2048,27648,5120,36.069,40.185,35.604
28,mlp.up_proj,w8a8-mg1024,2048,27648,5120,38.291,41.456,37.516
28,mlp.up_proj,w4a8-mg1024,2048,27648,5120,38.291,16.287,17.274
28,mlp.up_proj,w4a8-pc,2048,27648,5120,36.069,15.047,16.016
28,mlp.down_proj,w8a8,2048,5120,27648,22.44,37.992,23.698
28,mlp.down_proj,w8a8-mg1024,2048,5120,27648,30.395,41.103,31.37
28,mlp.down_proj,w4a8-mg1024,2048,5120,27648,30.395,15.958,17.133
28,mlp.down_proj,w4a8-pc,2048,5120,27648,22.44,13.142,13.697
29,self_attn.q_proj,w8a8,2048,5120,5120,26.8,39.642,29.461
29,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.231,41.032,32.758
29,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.231,15.861,18.629
29,self_attn.q_proj,w4a8-pc,2048,5120,5120,26.8,14.476,17.127
29,self_attn.k_proj,w8a8,2048,1024,5120,26.8,38.295,31.563
29,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.231,39.758,34.825
29,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.231,14.65,19.517
29,self_attn.k_proj,w4a8-pc,2048,1024,5120,26.8,13.247,18.151
29,self_attn.v_proj,w8a8,2048,1024,5120,26.8,40.079,26.014
29,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.231,41.224,29.314
29,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.231,16.053,15.56
29,self_attn.v_proj,w4a8-pc,2048,1024,5120,26.8,14.917,14.329
29,self_attn.o_proj,w8a8,2048,5120,5120,34.479,39.671,33.541
29,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,37.124,41.342,35.907
29,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,37.124,16.163,16.339
29,self_attn.o_proj,w4a8-pc,2048,5120,5120,34.479,14.499,14.708
29,mlp.gate_proj,w8a8,2048,27648,5120,36.661,40.085,37.708
29,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,38.775,41.403,39.546
29,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,38.775,16.237,18.99
29,mlp.gate_proj,w4a8-pc,2048,27648,5120,36.661,14.941,17.672
29,mlp.up_proj,w8a8,2048,27648,5120,36.661,40.418,35.984
29,mlp.up_proj,w8a8-mg1024,2048,27648,5120,38.775,41.613,37.782
29,mlp.up_proj,w4a8-mg1024,2048,27648,5120,38.775,16.434,17.306
29,mlp.up_proj,w4a8-pc,2048,27648,5120,36.661,15.25,16.11
29,mlp.down_proj,w8a8,2048,5120,27648,22.318,38.353,23.249
29,mlp.down_proj,w8a8-mg1024,2048,5120,27648,30.489,41.257,31.134
29,mlp.down_proj,w4a8-mg1024,2048,5120,27648,30.489,16.099,16.934
29,mlp.down_proj,w4a8-pc,2048,5120,27648,22.318,13.377,13.713
30,self_attn.q_proj,w8a8,2048,5120,5120,26.409,40.02,29.174
30,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.086,41.376,32.717
30,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.086,16.201,19.013
30,self_attn.q_proj,w4a8-pc,2048,5120,5120,26.409,14.847,17.505
30,self_attn.k_proj,w8a8,2048,1024,5120,26.409,39.035,31.646
30,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.086,40.536,35.153
30,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.086,15.364,20.815
30,self_attn.k_proj,w4a8-pc,2048,1024,5120,26.409,13.874,19.114
30,self_attn.v_proj,w8a8,2048,1024,5120,26.409,39.972,25.341
30,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.086,41.083,28.857
30,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.086,15.911,15.28
30,self_attn.v_proj,w4a8-pc,2048,1024,5120,26.409,14.804,14.201
30,self_attn.o_proj,w8a8,2048,5120,5120,33.777,39.626,32.346
30,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,36.736,41.475,34.992
30,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,36.736,16.299,15.784
30,self_attn.o_proj,w4a8-pc,2048,5120,5120,33.777,14.475,14.019
30,mlp.gate_proj,w8a8,2048,27648,5120,36.285,40.137,37.418
30,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,38.616,41.436,39.396
30,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,38.616,16.272,18.958
30,mlp.gate_proj,w4a8-pc,2048,27648,5120,36.285,14.996,17.665
30,mlp.up_proj,w8a8,2048,27648,5120,36.285,40.505,35.594
30,mlp.up_proj,w8a8-mg1024,2048,27648,5120,38.616,41.668,37.548
30,mlp.up_proj,w4a8-mg1024,2048,27648,5120,38.616,16.489,17.205
30,mlp.up_proj,w4a8-pc,2048,27648,5120,36.285,15.338,16.058
30,mlp.down_proj,w8a8,2048,5120,27648,22.694,38.349,23.566
30,mlp.down_proj,w8a8-mg1024,2048,5120,27648,30.644,41.298,31.24
30,mlp.down_proj,w4a8-mg1024,2048,5120,27648,30.644,16.139,16.944
30,mlp.down_proj,w4a8-pc,2048,5120,27648,22.694,13.414,13.762
31,self_attn.q_proj,w8a8,2048,5120,5120,26.517,39.925,29.157
31,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.217,41.317,32.713
31,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.217,16.139,18.819
31,self_attn.q_proj,w4a8-pc,2048,5120,5120,26.517,14.746,17.288
31,self_attn.k_proj,w8a8,2048,1024,5120,26.517,38.967,31.613
31,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.217,40.479,35.137
31,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.217,15.311,20.586
31,self_attn.k_proj,w4a8-pc,2048,1024,5120,26.517,13.807,18.922
31,self_attn.v_proj,w8a8,2048,1024,5120,26.517,40.418,25.507
31,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.217,41.514,29.064
31,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.217,16.345,15.662
31,self_attn.v_proj,w4a8-pc,2048,1024,5120,26.517,15.255,14.492
31,self_attn.o_proj,w8a8,2048,5120,5120,33.713,40.168,33.172
31,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,36.913,41.575,35.971
31,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,36.913,16.395,16.697
31,self_attn.o_proj,w4a8-pc,2048,5120,5120,33.713,14.998,15.358
31,mlp.gate_proj,w8a8,2048,27648,5120,35.578,40.139,37.231
31,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,38.112,41.44,39.376
31,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,38.112,16.278,19.266
31,mlp.gate_proj,w4a8-pc,2048,27648,5120,35.578,15.006,17.983
31,mlp.up_proj,w8a8,2048,27648,5120,35.578,40.468,34.95
31,mlp.up_proj,w8a8-mg1024,2048,27648,5120,38.112,41.645,37.084
31,mlp.up_proj,w4a8-mg1024,2048,27648,5120,38.112,16.474,17.077
31,mlp.up_proj,w4a8-pc,2048,27648,5120,35.578,15.321,15.899
31,mlp.down_proj,w8a8,2048,5120,27648,22.253,38.483,23.376
31,mlp.down_proj,w8a8-mg1024,2048,5120,27648,30.334,41.315,31.176
31,mlp.down_proj,w4a8-mg1024,2048,5120,27648,30.334,16.175,17.196
31,mlp.down_proj,w4a8-pc,2048,5120,27648,22.253,13.561,14.013
32,self_attn.q_proj,w8a8,2048,5120,5120,27.086,39.257,30.382
32,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.296,40.701,33.453
32,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.296,15.531,18.962
32,self_attn.q_proj,w4a8-pc,2048,5120,5120,27.086,14.094,17.431
32,self_attn.k_proj,w8a8,2048,1024,5120,27.086,38.414,32.38
32,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.296,39.921,35.441
32,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.296,14.769,20.388
32,self_attn.k_proj,w4a8-pc,2048,1024,5120,27.086,13.281,18.772
32,self_attn.v_proj,w8a8,2048,1024,5120,27.086,40.244,26.385
32,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.296,41.464,29.472
32,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.296,16.296,15.787
32,self_attn.v_proj,w4a8-pc,2048,1024,5120,27.086,15.08,14.555
32,self_attn.o_proj,w8a8,2048,5120,5120,32.164,39.109,32.195
32,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,35.263,40.981,35.05
32,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,35.263,15.836,16.62
32,self_attn.o_proj,w4a8-pc,2048,5120,5120,32.164,14.126,14.84
32,mlp.gate_proj,w8a8,2048,27648,5120,34.046,40.079,37.102
32,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,36.728,41.412,39.463
32,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,36.728,16.254,20.334
32,mlp.gate_proj,w4a8-pc,2048,27648,5120,34.046,14.962,19.01
32,mlp.up_proj,w8a8,2048,27648,5120,34.046,40.237,33.499
32,mlp.up_proj,w8a8-mg1024,2048,27648,5120,36.728,41.498,35.85
32,mlp.up_proj,w4a8-mg1024,2048,27648,5120,36.728,16.333,16.697
32,mlp.up_proj,w4a8-pc,2048,27648,5120,34.046,15.106,15.459
32,mlp.down_proj,w8a8,2048,5120,27648,20.68,38.571,21.911
32,mlp.down_proj,w8a8-mg1024,2048,5120,27648,29.181,41.329,30.194
32,mlp.down_proj,w4a8-mg1024,2048,5120,27648,29.181,16.165,17.236
32,mlp.down_proj,w4a8-pc,2048,5120,27648,20.68,13.52,13.896
33,self_attn.q_proj,w8a8,2048,5120,5120,26.694,39.731,29.703
33,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,30.178,41.153,33.057
33,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,30.178,15.979,19.074
33,self_attn.q_proj,w4a8-pc,2048,5120,5120,26.694,14.556,17.552
33,self_attn.k_proj,w8a8,2048,1024,5120,26.694,39.493,31.444
33,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,30.178,40.823,34.77
33,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,30.178,15.647,20.551
33,self_attn.k_proj,w4a8-pc,2048,1024,5120,26.694,14.317,19.091
33,self_attn.v_proj,w8a8,2048,1024,5120,26.694,39.976,27.473
33,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,30.178,41.317,30.835
33,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,30.178,16.142,17.015
33,self_attn.v_proj,w4a8-pc,2048,1024,5120,26.694,14.809,15.647
33,self_attn.o_proj,w8a8,2048,5120,5120,31.732,39.479,31.26
33,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,34.739,41.133,34.079
33,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,34.739,15.955,16.047
33,self_attn.o_proj,w4a8-pc,2048,5120,5120,31.732,14.326,14.465
33,mlp.gate_proj,w8a8,2048,27648,5120,35.175,40.131,37.242
33,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,37.741,41.455,39.444
33,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,37.741,16.288,19.615
33,mlp.gate_proj,w4a8-pc,2048,27648,5120,35.175,14.994,18.29
33,mlp.up_proj,w8a8,2048,27648,5120,35.175,40.284,34.404
33,mlp.up_proj,w8a8-mg1024,2048,27648,5120,37.741,41.527,36.597
33,mlp.up_proj,w4a8-mg1024,2048,27648,5120,37.741,16.356,16.757
33,mlp.up_proj,w4a8-pc,2048,27648,5120,35.175,15.138,15.519
33,mlp.down_proj,w8a8,2048,5120,27648,21.763,38.797,22.991
33,mlp.down_proj,w8a8-mg1024,2048,5120,27648,29.652,41.455,30.663
33,mlp.down_proj,w4a8-mg1024,2048,5120,27648,29.652,16.3,17.372
33,mlp.down_proj,w4a8-pc,2048,5120,27648,21.763,13.78,14.094
34,self_attn.q_proj,w8a8,2048,5120,5120,26.125,39.802,29.033
34,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,29.599,41.184,32.383
34,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,29.599,16.012,18.921
34,self_attn.q_proj,w4a8-pc,2048,5120,5120,26.125,14.629,17.41
34,self_attn.k_proj,w8a8,2048,1024,5120,26.125,39.334,31.175
34,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,29.599,40.728,34.502
34,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,29.599,15.553,20.649
34,self_attn.k_proj,w4a8-pc,2048,1024,5120,26.125,14.159,19.086
34,self_attn.v_proj,w8a8,2048,1024,5120,26.125,39.889,26.339
34,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,29.599,41.209,29.692
34,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,29.599,16.047,16.583
34,self_attn.v_proj,w4a8-pc,2048,1024,5120,26.125,14.722,15.195
34,self_attn.o_proj,w8a8,2048,5120,5120,32.611,39.384,31.924
34,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,35.538,41.137,34.673
34,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,35.538,15.963,16.167
34,self_attn.o_proj,w4a8-pc,2048,5120,5120,32.611,14.225,14.34
34,mlp.gate_proj,w8a8,2048,27648,5120,34.463,40.023,36.59
34,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,37.121,41.38,38.908
34,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,37.121,16.215,19.442
34,mlp.gate_proj,w4a8-pc,2048,27648,5120,34.463,14.89,18.093
34,mlp.up_proj,w8a8,2048,27648,5120,34.463,40.201,33.914
34,mlp.up_proj,w8a8-mg1024,2048,27648,5120,37.121,41.469,36.218
34,mlp.up_proj,w4a8-mg1024,2048,27648,5120,37.121,16.298,16.766
34,mlp.up_proj,w4a8-pc,2048,27648,5120,34.463,15.058,15.505
34,mlp.down_proj,w8a8,2048,5120,27648,21.262,38.445,22.36
34,mlp.down_proj,w8a8-mg1024,2048,5120,27648,29.781,41.366,30.644
34,mlp.down_proj,w4a8-mg1024,2048,5120,27648,29.781,16.21,17.166
34,mlp.down_proj,w4a8-pc,2048,5120,27648,21.262,13.471,13.736
35,self_attn.q_proj,w8a8,2048,5120,5120,26.26,39.123,29.034
35,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,29.751,40.628,32.394
35,self_attn.q_proj,w4a8-mg1024,2048,5120,5120,29.751,15.458,18.343
35,self_attn.q_proj,w4a8-pc,2048,5120,5120,26.26,13.955,16.709
35,self_attn.k_proj,w8a8,2048,1024,5120,26.26,39.233,30.88
35,self_attn.k_proj,w8a8-mg1024,2048,1024,5120,29.751,40.675,34.228
35,self_attn.k_proj,w4a8-mg1024,2048,1024,5120,29.751,15.501,20.146
35,self_attn.k_proj,w4a8-pc,2048,1024,5120,26.26,14.058,18.63
35,self_attn.v_proj,w8a8,2048,1024,5120,26.26,40.438,26.333
35,self_attn.v_proj,w8a8-mg1024,2048,1024,5120,29.751,41.588,29.715
35,self_attn.v_proj,w4a8-mg1024,2048,1024,5120,29.751,16.41,16.597
35,self_attn.v_proj,w4a8-pc,2048,1024,5120,26.26,15.274,15.379
35,self_attn.o_proj,w8a8,2048,5120,5120,30.628,39.431,30.586
35,self_attn.o_proj,w8a8-mg1024,2048,5120,5120,34.033,41.123,33.838
35,self_attn.o_proj,w4a8-mg1024,2048,5120,5120,34.033,15.952,16.448
35,self_attn.o_proj,w4a8-pc,2048,5120,5120,30.628,14.282,14.639
35,mlp.gate_proj,w8a8,2048,27648,5120,34.169,39.961,36.467
35,mlp.gate_proj,w8a8-mg1024,2048,27648,5120,37.025,41.351,38.939
35,mlp.gate_proj,w4a8-mg1024,2048,27648,5120,37.025,16.182,19.523
35,mlp.gate_proj,w4a8-pc,2048,27648,5120,34.169,14.82,18.123
35,mlp.up_proj,w8a8,2048,27648,5120,34.169,40.193,33.658
35,mlp.up_proj,w8a8-mg1024,2048,27648,5120,37.025,41.461,36.128
35,mlp.up_proj,w4a8-mg1024,2048,27648,5120,37.025,16.285,16.735
35,mlp.up_proj,w4a8-pc,2048,27648,5120,34.169,15.036,15.454
35,mlp.down_proj,w8a8,2048,5120,27648,22.005,38.354,23.094
35,mlp.down_proj,w8a8-mg1024,2048,5120,27648,30.046,41.2,30.912
35,mlp.down_proj,w4a8-mg1024,2048,5120,27648,30.046,16.042,17.046
35,mlp.down_proj,w4a8-pc,2048,5120,27648,22.005,13.317,13.809
36,self_attn.q_proj,w8a8,2048,5120,5120,25.938,39.147,28.84
36,self_attn.q_proj,w8a8-mg1024,2048,5120,5120,29.528,40.605,32.291
